r,coverage_ratio,ecdf
5,0,0.003533568905
5,0,0.007067137809
5,0,0.01060070671
5,0,0.01413427562
5,0,0.01766784452
5,0,0.02120141343
5,0,0.02473498233
5,0,0.02826855124
5,0,0.03180212014
5,0,0.03533568905
5,0,0.03886925795
5,0,0.04240282686
5,0,0.04593639576
5,0,0.04946996466
5,0,0.05300353357
5,0,0.05653710247
5,0,0.06007067138
5,0,0.06360424028
5,0,0.06713780919
5,0,0.07067137809
5,0,0.074204947
5,0,0.0777385159
5,0,0.08127208481
5,0,0.08480565371
5,0,0.08833922261
5,0,0.09187279152
5,0,0.09540636042
5,0,0.09893992933
5,0,0.1024734982
5,0,0.1060070671
5,0,0.109540636
5,0,0.1130742049
5,0,0.1166077739
5,0,0.1201413428
5,0,0.1236749117
5,0,0.1272084806
5,0,0.1307420495
5,0,0.1342756184
5,0,0.1378091873
5,0,0.1413427562
5,0,0.1448763251
5,0,0.148409894
5,0,0.1519434629
5,0,0.1554770318
5,0,0.1590106007
5,0,0.1625441696
5,0,0.1660777385
5,0,0.1696113074
5,0,0.1731448763
5,0,0.1766784452
5,0,0.1802120141
5,0,0.183745583
5,0,0.1872791519
5,0,0.1908127208
5,0,0.1943462898
5,0,0.1978798587
5,0,0.2014134276
5,0,0.2049469965
5,0,0.2084805654
5,0,0.2120141343
5,0,0.2155477032
5,0,0.2190812721
5,0,0.222614841
5,0,0.2261484099
5,0,0.2296819788
5,0,0.2332155477
5,0,0.2367491166
5,0,0.2402826855
5,0,0.2438162544
5,0,0.2473498233
5,0,0.2508833922
5,0,0.2544169611
5,0,0.25795053
5,0,0.2614840989
5,0,0.2650176678
5,0,0.2685512367
5,0,0.2720848057
5,0,0.2756183746
5,0,0.2791519435
5,0,0.2826855124
5,0,0.2862190813
5,0.008459560974,0.2897526502
5,0.01847858399,0.2932862191
5,0.01909723688,0.296819788
5,0.02814375969,0.3003533569
5,0.02943280602,0.3038869258
5,0.04493905456,0.3074204947
5,0.05448141656,0.3109540636
5,0.06261620459,0.3144876325
5,0.08745518941,0.3180212014
5,0.08988601466,0.3215547703
5,0.09110698857,0.3250883392
5,0.09802723024,0.3286219081
5,0.1018913415,0.332155477
5,0.1074722283,0.3356890459
5,0.1161683651,0.3392226148
5,0.1228513003,0.3427561837
5,0.1419503756,0.3462897527
5,0.146230311,0.3498233216
5,0.1806199276,0.3533568905
5,0.1811252458,0.3568904594
5,0.1815653466,0.3604240283
5,0.1850849656,0.3639575972
5,0.1864738398,0.3674911661
5,0.1884523895,0.371024735
5,0.1978486082,0.3745583039
5,0.207707823,0.3780918728
5,0.2112697439,0.3816254417
5,0.214197313,0.3851590106
5,0.2307894785,0.3886925795
5,0.244218318,0.3922261484
5,0.2470780604,0.3957597173
5,0.2632090576,0.3992932862
5,0.267234501,0.4028268551
5,0.268612733,0.406360424
5,0.2689171873,0.4098939929
5,0.2733550638,0.4134275618
5,0.2833574498,0.4169611307
5,0.2863637081,0.4204946996
5,0.2863835698,0.4240282686
5,0.2964185766,0.4275618375
5,0.296802854,0.4310954064
5,0.3027273591,0.4346289753
5,0.3033519227,0.4381625442
5,0.3074814585,0.4416961131
5,0.3158177715,0.445229682
5,0.3219522106,0.4487632509
5,0.3424402612,0.4522968198
5,0.3453732461,0.4558303887
5,0.355018526,0.4593639576
5,0.3619028396,0.4628975265
5,0.3629384823,0.4664310954
5,0.3728761386,0.4699646643
5,0.3764937975,0.4734982332
5,0.3765395359,0.4770318021
5,0.3788491599,0.480565371
5,0.3845834005,0.4840989399
5,0.3907099701,0.4876325088
5,0.3928767498,0.4911660777
5,0.4153693404,0.4946996466
5,0.4195302954,0.4982332155
5,0.423694243,0.5017667845
5,0.4237282573,0.5053003534
5,0.426212594,0.5088339223
5,0.435352675,0.5123674912
5,0.4362019227,0.5159010601
5,0.4370904033,0.519434629
5,0.4455858607,0.5229681979
5,0.4523708828,0.5265017668
5,0.4566019755,0.5300353357
5,0.4647915705,0.5335689046
5,0.4717565416,0.5371024735
5,0.4721914325,0.5406360424
5,0.4835693082,0.5441696113
5,0.488957326,0.5477031802
5,0.4910563863,0.5512367491
5,0.501919645,0.554770318
5,0.5064544974,0.5583038869
5,0.5085732789,0.5618374558
5,0.5177662706,0.5653710247
5,0.5192002026,0.5689045936
5,0.5290950539,0.5724381625
5,0.5321878753,0.5759717314
5,0.5407565895,0.5795053004
5,0.5407899733,0.5830388693
5,0.5556116517,0.5865724382
5,0.5587768042,0.5901060071
5,0.5599516392,0.593639576
5,0.5715332157,0.5971731449
5,0.5849093418,0.6007067138
5,0.5865901983,0.6042402827
5,0.5890639832,0.6077738516
5,0.5945040654,0.6113074205
5,0.604379978,0.6148409894
5,0.6230858437,0.6183745583
5,0.6303730641,0.6219081272
5,0.6380850894,0.6254416961
5,0.644194437,0.628975265
5,0.6529628332,0.6325088339
5,0.6538132653,0.6360424028
5,0.6650689649,0.6395759717
5,0.6700834151,0.6431095406
5,0.6716748169,0.6466431095
5,0.673499737,0.6501766784
5,0.6893644278,0.6537102473
5,0.6975507087,0.6572438163
5,0.7071420287,0.6607773852
5,0.710639558,0.6643109541
5,0.7146753388,0.667844523
5,0.7151070454,0.6713780919
5,0.7353170299,0.6749116608
5,0.7361625813,0.6784452297
5,0.7384686146,0.6819787986
5,0.7397285182,0.6855123675
5,0.7489411627,0.6890459364
5,0.7567556944,0.6925795053
5,0.7567788382,0.6961130742
5,0.7641585281,0.6996466431
5,0.7695742286,0.703180212
5,0.7780968742,0.7067137809
5,0.7863067676,0.7102473498
5,0.7919938394,0.7137809187
5,0.8054215986,0.7173144876
5,0.8154703864,0.7208480565
5,0.8180413281,0.7243816254
5,0.8277438691,0.7279151943
5,0.8360715973,0.7314487633
5,0.8377341746,0.7349823322
5,0.8399409298,0.7385159011
5,0.8480519759,0.74204947
5,0.8508827907,0.7455830389
5,0.8530269737,0.7491166078
5,0.8597622424,0.7526501767
5,0.8718408348,0.7561837456
5,0.8719329763,0.7597173145
5,0.8731779343,0.7632508834
5,0.88299925,0.7667844523
5,0.8843251448,0.7703180212
5,0.8968557538,0.7738515901
5,0.9009172281,0.777385159
5,0.9100582061,0.7809187279
5,0.9123141087,0.7844522968
5,0.9151944031,0.7879858657
5,0.9237207717,0.7915194346
5,0.9262268592,0.7950530035
5,0.9283532224,0.7985865724
5,0.9327720795,0.8021201413
5,0.9349012913,0.8056537102
5,0.9458552165,0.8091872792
5,0.9462660088,0.8127208481
5,0.9528126246,0.816254417
5,0.9535591877,0.8197879859
5,0.9801976299,0.8233215548
5,0.9804948025,0.8268551237
5,0.9835969418,0.8303886926
5,0.9844958197,0.8339222615
5,0.989539251,0.8374558304
5,1,0.8409893993
5,1,0.8445229682
5,1,0.8480565371
5,1,0.851590106
5,1,0.8551236749
5,1,0.8586572438
5,1,0.8621908127
5,1,0.8657243816
5,1,0.8692579505
5,1,0.8727915194
5,1,0.8763250883
5,1,0.8798586572
5,1,0.8833922261
5,1,0.8869257951
5,1,0.890459364
5,1,0.8939929329
5,1,0.8975265018
5,1,0.9010600707
5,1,0.9045936396
5,1,0.9081272085
5,1,0.9116607774
5,1,0.9151943463
5,1,0.9187279152
5,1,0.9222614841
5,1,0.925795053
5,1,0.9293286219
5,1,0.9328621908
5,1,0.9363957597
5,1,0.9399293286
5,1,0.9434628975
5,1,0.9469964664
5,1,0.9505300353
5,1,0.9540636042
5,1,0.9575971731
5,1,0.961130742
5,1,0.964664311
5,1,0.9681978799
5,1,0.9717314488
5,1,0.9752650177
5,1,0.9787985866
5,1,0.9823321555
5,1,0.9858657244
5,1,0.9893992933
5,1,0.9929328622
5,1,0.9964664311
5,1,1
10,0,0.003533568905
10,0,0.007067137809
10,0,0.01060070671
10,0,0.01413427562
10,0,0.01766784452
10,0,0.02120141343
10,0,0.02473498233
10,0,0.02826855124
10,0,0.03180212014
10,0,0.03533568905
10,0,0.03886925795
10,0,0.04240282686
10,0,0.04593639576
10,0,0.04946996466
10,0,0.05300353357
10,0,0.05653710247
10,0,0.06007067138
10,0,0.06360424028
10,0,0.06713780919
10,0,0.07067137809
10,0,0.074204947
10,0,0.0777385159
10,0,0.08127208481
10,0,0.08480565371
10,0,0.08833922261
10,0,0.09187279152
10,0,0.09540636042
10,0,0.09893992933
10,0,0.1024734982
10,0,0.1060070671
10,0,0.109540636
10,0,0.1130742049
10,0,0.1166077739
10,0,0.1201413428
10,0,0.1236749117
10,0,0.1272084806
10,0,0.1307420495
10,0,0.1342756184
10,0,0.1378091873
10,0,0.1413427562
10,0,0.1448763251
10,0,0.148409894
10,0.0001045186123,0.1519434629
10,0.02483445133,0.1554770318
10,0.0421769576,0.1590106007
10,0.08745518941,0.1625441696
10,0.1018913415,0.1660777385
10,0.1084676604,0.1696113074
10,0.1386157375,0.1731448763
10,0.1459244723,0.1766784452
10,0.227211242,0.1802120141
10,0.2354128689,0.183745583
10,0.2852335149,0.1872791519
10,0.285950389,0.1908127208
10,0.2952303741,0.1943462898
10,0.3019769912,0.1978798587
10,0.3226670244,0.2014134276
10,0.3326796802,0.2049469965
10,0.3440527836,0.2084805654
10,0.3459438627,0.2120141343
10,0.3492851158,0.2155477032
10,0.3565005756,0.2190812721
10,0.3741127959,0.222614841
10,0.3871385086,0.2261484099
10,0.3885794486,0.2296819788
10,0.4000277996,0.2332155477
10,0.4424114249,0.2367491166
10,0.4572966912,0.2402826855
10,0.4765450833,0.2438162544
10,0.4952915805,0.2473498233
10,0.5087721687,0.2508833922
10,0.5645331493,0.2544169611
10,0.5818797644,0.25795053
10,0.5822074711,0.2614840989
10,0.5852089503,0.2650176678
10,0.5863336053,0.2685512367
10,0.5865901983,0.2720848057
10,0.5963625022,0.2756183746
10,0.6019545797,0.2791519435
10,0.6065408758,0.2826855124
10,0.6152966886,0.2862190813
10,0.6156808595,0.2897526502
10,0.6181666862,0.2932862191
10,0.6194667017,0.296819788
10,0.6516642215,0.3003533569
10,0.6572922705,0.3038869258
10,0.6624233716,0.3074204947
10,0.6718123965,0.3109540636
10,0.6857475891,0.3144876325
10,0.7091820748,0.3180212014
10,0.7100163574,0.3215547703
10,0.718955876,0.3250883392
10,0.7204275938,0.3286219081
10,0.7327784477,0.332155477
10,0.7358800111,0.3356890459
10,0.7446555516,0.3392226148
10,0.7600039932,0.3427561837
10,0.7604066868,0.3462897527
10,0.7706876571,0.3498233216
10,0.7803602541,0.3533568905
10,0.7830895536,0.3568904594
10,0.7882895679,0.3604240283
10,0.7883514954,0.3639575972
10,0.7952783243,0.3674911661
10,0.796867414,0.371024735
10,0.7992779819,0.3745583039
10,0.8050547727,0.3780918728
10,0.8072766394,0.3816254417
10,0.8127357649,0.3851590106
10,0.8146987321,0.3886925795
10,0.823551348,0.3922261484
10,0.8237352416,0.3957597173
10,0.8344731431,0.3992932862
10,0.8347314524,0.4028268551
10,0.8447683998,0.406360424
10,0.8486611021,0.4098939929
10,0.8532396667,0.4134275618
10,0.8573556943,0.4169611307
10,0.8634032045,0.4204946996
10,0.8767972364,0.4240282686
10,0.8960155016,0.4275618375
10,0.8967238904,0.4310954064
10,0.8975309109,0.4346289753
10,0.8982505035,0.4381625442
10,0.9047007097,0.4416961131
10,0.9075612375,0.445229682
10,0.9163643378,0.4487632509
10,0.9310977984,0.4522968198
10,0.9312579022,0.4558303887
10,0.9331534237,0.4593639576
10,0.953016725,0.4628975265
10,0.9568155288,0.4664310954
10,0.9793826866,0.4699646643
10,0.990282455,0.4734982332
10,0.9930589419,0.4770318021
10,1,0.480565371
10,1,0.4840989399
10,1,0.4876325088
10,1,0.4911660777
10,1,0.4946996466
10,1,0.4982332155
10,1,0.5017667845
10,1,0.5053003534
10,1,0.5088339223
10,1,0.5123674912
10,1,0.5159010601
10,1,0.519434629
10,1,0.5229681979
10,1,0.5265017668
10,1,0.5300353357
10,1,0.5335689046
10,1,0.5371024735
10,1,0.5406360424
10,1,0.5441696113
10,1,0.5477031802
10,1,0.5512367491
10,1,0.554770318
10,1,0.5583038869
10,1,0.5618374558
10,1,0.5653710247
10,1,0.5689045936
10,1,0.5724381625
10,1,0.5759717314
10,1,0.5795053004
10,1,0.5830388693
10,1,0.5865724382
10,1,0.5901060071
10,1,0.593639576
10,1,0.5971731449
10,1,0.6007067138
10,1,0.6042402827
10,1,0.6077738516
10,1,0.6113074205
10,1,0.6148409894
10,1,0.6183745583
10,1,0.6219081272
10,1,0.6254416961
10,1,0.628975265
10,1,0.6325088339
10,1,0.6360424028
10,1,0.6395759717
10,1,0.6431095406
10,1,0.6466431095
10,1,0.6501766784
10,1,0.6537102473
10,1,0.6572438163
10,1,0.6607773852
10,1,0.6643109541
10,1,0.667844523
10,1,0.6713780919
10,1,0.6749116608
10,1,0.6784452297
10,1,0.6819787986
10,1,0.6855123675
10,1,0.6890459364
10,1,0.6925795053
10,1,0.6961130742
10,1,0.6996466431
10,1,0.703180212
10,1,0.7067137809
10,1,0.7102473498
10,1,0.7137809187
10,1,0.7173144876
10,1,0.7208480565
10,1,0.7243816254
10,1,0.7279151943
10,1,0.7314487633
10,1,0.7349823322
10,1,0.7385159011
10,1,0.74204947
10,1,0.7455830389
10,1,0.7491166078
10,1,0.7526501767
10,1,0.7561837456
10,1,0.7597173145
10,1,0.7632508834
10,1,0.7667844523
10,1,0.7703180212
10,1,0.7738515901
10,1,0.777385159
10,1,0.7809187279
10,1,0.7844522968
10,1,0.7879858657
10,1,0.7915194346
10,1,0.7950530035
10,1,0.7985865724
10,1,0.8021201413
10,1,0.8056537102
10,1,0.8091872792
10,1,0.8127208481
10,1,0.816254417
10,1,0.8197879859
10,1,0.8233215548
10,1,0.8268551237
10,1,0.8303886926
10,1,0.8339222615
10,1,0.8374558304
10,1,0.8409893993
10,1,0.8445229682
10,1,0.8480565371
10,1,0.851590106
10,1,0.8551236749
10,1,0.8586572438
10,1,0.8621908127
10,1,0.8657243816
10,1,0.8692579505
10,1,0.8727915194
10,1,0.8763250883
10,1,0.8798586572
10,1,0.8833922261
10,1,0.8869257951
10,1,0.890459364
10,1,0.8939929329
10,1,0.8975265018
10,1,0.9010600707
10,1,0.9045936396
10,1,0.9081272085
10,1,0.9116607774
10,1,0.9151943463
10,1,0.9187279152
10,1,0.9222614841
10,1,0.925795053
10,1,0.9293286219
10,1,0.9328621908
10,1,0.9363957597
10,1,0.9399293286
10,1,0.9434628975
10,1,0.9469964664
10,1,0.9505300353
10,1,0.9540636042
10,1,0.9575971731
10,1,0.961130742
10,1,0.964664311
10,1,0.9681978799
10,1,0.9717314488
10,1,0.9752650177
10,1,0.9787985866
10,1,0.9823321555
10,1,0.9858657244
10,1,0.9893992933
10,1,0.9929328622
10,1,0.9964664311
10,1,1
15,0,0.003533568905
15,0,0.007067137809
15,0,0.01060070671
15,0,0.01413427562
15,0,0.01766784452
15,0,0.02120141343
15,0,0.02473498233
15,0,0.02826855124
15,0,0.03180212014
15,0,0.03533568905
15,0,0.03886925795
15,0,0.04240282686
15,0,0.04593639576
15,0,0.04946996466
15,0,0.05300353357
15,0,0.05653710247
15,0,0.06007067138
15,0,0.06360424028
15,0,0.06713780919
15,0,0.07067137809
15,0,0.074204947
15,0,0.0777385159
15,0,0.08127208481
15,0.005151429975,0.08480565371
15,0.02484921635,0.08833922261
15,0.0421769576,0.09187279152
15,0.09383831087,0.09540636042
15,0.1051112656,0.09893992933
15,0.1399935742,0.1024734982
15,0.1470503051,0.1060070671
15,0.18615187,0.109540636
15,0.2033324932,0.1130742049
15,0.2294030441,0.1166077739
15,0.2330557182,0.1201413428
15,0.2862689197,0.1236749117
15,0.3816052471,0.1272084806
15,0.4154325571,0.1307420495
15,0.4241083495,0.1342756184
15,0.4929397613,0.1378091873
15,0.5295298712,0.1413427562
15,0.5902651049,0.1448763251
15,0.6045918219,0.148409894
15,0.6235055087,0.1519434629
15,0.6344179367,0.1554770318
15,0.6409869375,0.1590106007
15,0.6465400395,0.1625441696
15,0.7338627595,0.1660777385
15,0.7344451828,0.1696113074
15,0.7358395857,0.1731448763
15,0.7438813525,0.1766784452
15,0.7657717066,0.1802120141
15,0.7661999984,0.183745583
15,0.790710096,0.1872791519
15,0.7985910048,0.1908127208
15,0.8101154,0.1943462898
15,0.815351157,0.1978798587
15,0.8175869062,0.2014134276
15,0.8183891462,0.2049469965
15,0.8261375503,0.2084805654
15,0.8780834235,0.2120141343
15,0.8786134169,0.2155477032
15,0.8859039455,0.2190812721
15,0.9141250382,0.222614841
15,0.9232900461,0.2261484099
15,0.93504373,0.2296819788
15,0.937850014,0.2332155477
15,0.948746958,0.2367491166
15,0.9549262224,0.2402826855
15,0.963600516,0.2438162544
15,0.970359097,0.2473498233
15,0.9763434403,0.2508833922
15,0.9909772171,0.2544169611
15,1,0.25795053
15,1,0.2614840989
15,1,0.2650176678
15,1,0.2685512367
15,1,0.2720848057
15,1,0.2756183746
15,1,0.2791519435
15,1,0.2826855124
15,1,0.2862190813
15,1,0.2897526502
15,1,0.2932862191
15,1,0.296819788
15,1,0.3003533569
15,1,0.3038869258
15,1,0.3074204947
15,1,0.3109540636
15,1,0.3144876325
15,1,0.3180212014
15,1,0.3215547703
15,1,0.3250883392
15,1,0.3286219081
15,1,0.332155477
15,1,0.3356890459
15,1,0.3392226148
15,1,0.3427561837
15,1,0.3462897527
15,1,0.3498233216
15,1,0.3533568905
15,1,0.3568904594
15,1,0.3604240283
15,1,0.3639575972
15,1,0.3674911661
15,1,0.371024735
15,1,0.3745583039
15,1,0.3780918728
15,1,0.3816254417
15,1,0.3851590106
15,1,0.3886925795
15,1,0.3922261484
15,1,0.3957597173
15,1,0.3992932862
15,1,0.4028268551
15,1,0.406360424
15,1,0.4098939929
15,1,0.4134275618
15,1,0.4169611307
15,1,0.4204946996
15,1,0.4240282686
15,1,0.4275618375
15,1,0.4310954064
15,1,0.4346289753
15,1,0.4381625442
15,1,0.4416961131
15,1,0.445229682
15,1,0.4487632509
15,1,0.4522968198
15,1,0.4558303887
15,1,0.4593639576
15,1,0.4628975265
15,1,0.4664310954
15,1,0.4699646643
15,1,0.4734982332
15,1,0.4770318021
15,1,0.480565371
15,1,0.4840989399
15,1,0.4876325088
15,1,0.4911660777
15,1,0.4946996466
15,1,0.4982332155
15,1,0.5017667845
15,1,0.5053003534
15,1,0.5088339223
15,1,0.5123674912
15,1,0.5159010601
15,1,0.519434629
15,1,0.5229681979
15,1,0.5265017668
15,1,0.5300353357
15,1,0.5335689046
15,1,0.5371024735
15,1,0.5406360424
15,1,0.5441696113
15,1,0.5477031802
15,1,0.5512367491
15,1,0.554770318
15,1,0.5583038869
15,1,0.5618374558
15,1,0.5653710247
15,1,0.5689045936
15,1,0.5724381625
15,1,0.5759717314
15,1,0.5795053004
15,1,0.5830388693
15,1,0.5865724382
15,1,0.5901060071
15,1,0.593639576
15,1,0.5971731449
15,1,0.6007067138
15,1,0.6042402827
15,1,0.6077738516
15,1,0.6113074205
15,1,0.6148409894
15,1,0.6183745583
15,1,0.6219081272
15,1,0.6254416961
15,1,0.628975265
15,1,0.6325088339
15,1,0.6360424028
15,1,0.6395759717
15,1,0.6431095406
15,1,0.6466431095
15,1,0.6501766784
15,1,0.6537102473
15,1,0.6572438163
15,1,0.6607773852
15,1,0.6643109541
15,1,0.667844523
15,1,0.6713780919
15,1,0.6749116608
15,1,0.6784452297
15,1,0.6819787986
15,1,0.6855123675
15,1,0.6890459364
15,1,0.6925795053
15,1,0.6961130742
15,1,0.6996466431
15,1,0.703180212
15,1,0.7067137809
15,1,0.7102473498
15,1,0.7137809187
15,1,0.7173144876
15,1,0.7208480565
15,1,0.7243816254
15,1,0.7279151943
15,1,0.7314487633
15,1,0.7349823322
15,1,0.7385159011
15,1,0.74204947
15,1,0.7455830389
15,1,0.7491166078
15,1,0.7526501767
15,1,0.7561837456
15,1,0.7597173145
15,1,0.7632508834
15,1,0.7667844523
15,1,0.7703180212
15,1,0.7738515901
15,1,0.777385159
15,1,0.7809187279
15,1,0.7844522968
15,1,0.7879858657
15,1,0.7915194346
15,1,0.7950530035
15,1,0.7985865724
15,1,0.8021201413
15,1,0.8056537102
15,1,0.8091872792
15,1,0.8127208481
15,1,0.816254417
15,1,0.8197879859
15,1,0.8233215548
15,1,0.8268551237
15,1,0.8303886926
15,1,0.8339222615
15,1,0.8374558304
15,1,0.8409893993
15,1,0.8445229682
15,1,0.8480565371
15,1,0.851590106
15,1,0.8551236749
15,1,0.8586572438
15,1,0.8621908127
15,1,0.8657243816
15,1,0.8692579505
15,1,0.8727915194
15,1,0.8763250883
15,1,0.8798586572
15,1,0.8833922261
15,1,0.8869257951
15,1,0.890459364
15,1,0.8939929329
15,1,0.8975265018
15,1,0.9010600707
15,1,0.9045936396
15,1,0.9081272085
15,1,0.9116607774
15,1,0.9151943463
15,1,0.9187279152
15,1,0.9222614841
15,1,0.925795053
15,1,0.9293286219
15,1,0.9328621908
15,1,0.9363957597
15,1,0.9399293286
15,1,0.9434628975
15,1,0.9469964664
15,1,0.9505300353
15,1,0.9540636042
15,1,0.9575971731
15,1,0.961130742
15,1,0.964664311
15,1,0.9681978799
15,1,0.9717314488
15,1,0.9752650177
15,1,0.9787985866
15,1,0.9823321555
15,1,0.9858657244
15,1,0.9893992933
15,1,0.9929328622
15,1,0.9964664311
15,1,1
20,0,0.003533568905
20,0,0.007067137809
20,0,0.01060070671
20,0,0.01413427562
20,0,0.01766784452
20,0,0.02120141343
20,0,0.02473498233
20,0,0.02826855124
20,0,0.03180212014
20,0,0.03533568905
20,0,0.03886925795
20,0,0.04240282686
20,0,0.04593639576
20,0,0.04946996466
20,0.01564013552,0.05300353357
20,0.077287639,0.05653710247
20,0.09687756549,0.06007067138
20,0.09771788692,0.06360424028
20,0.106883062,0.06713780919
20,0.1399935742,0.07067137809
20,0.1403140616,0.074204947
20,0.1891902785,0.0777385159
20,0.290009393,0.08127208481
20,0.373540897,0.08480565371
20,0.3852987161,0.08833922261
20,0.4143696399,0.09187279152
20,0.5098805521,0.09540636042
20,0.521553304,0.09893992933
20,0.5566156554,0.1024734982
20,0.6146624758,0.1060070671
20,0.6351029914,0.109540636
20,0.6960945734,0.1130742049
20,0.7465347369,0.1166077739
20,0.7869311516,0.1201413428
20,0.8175717378,0.1236749117
20,0.8484799465,0.1272084806
20,0.8542260407,0.1307420495
20,0.8575395125,0.1342756184
20,0.8706548794,0.1378091873
20,0.8883905483,0.1413427562
20,0.8996070671,0.1448763251
20,0.9004852454,0.148409894
20,0.9517637203,0.1519434629
20,0.9616740651,0.1554770318
20,0.976377055,0.1590106007
20,0.9800727942,0.1625441696
20,0.9805611528,0.1660777385
20,0.9807945738,0.1696113074
20,0.983994882,0.1731448763
20,1,0.1766784452
20,1,0.1802120141
20,1,0.183745583
20,1,0.1872791519
20,1,0.1908127208
20,1,0.1943462898
20,1,0.1978798587
20,1,0.2014134276
20,1,0.2049469965
20,1,0.2084805654
20,1,0.2120141343
20,1,0.2155477032
20,1,0.2190812721
20,1,0.222614841
20,1,0.2261484099
20,1,0.2296819788
20,1,0.2332155477
20,1,0.2367491166
20,1,0.2402826855
20,1,0.2438162544
20,1,0.2473498233
20,1,0.2508833922
20,1,0.2544169611
20,1,0.25795053
20,1,0.2614840989
20,1,0.2650176678
20,1,0.2685512367
20,1,0.2720848057
20,1,0.2756183746
20,1,0.2791519435
20,1,0.2826855124
20,1,0.2862190813
20,1,0.2897526502
20,1,0.2932862191
20,1,0.296819788
20,1,0.3003533569
20,1,0.3038869258
20,1,0.3074204947
20,1,0.3109540636
20,1,0.3144876325
20,1,0.3180212014
20,1,0.3215547703
20,1,0.3250883392
20,1,0.3286219081
20,1,0.332155477
20,1,0.3356890459
20,1,0.3392226148
20,1,0.3427561837
20,1,0.3462897527
20,1,0.3498233216
20,1,0.3533568905
20,1,0.3568904594
20,1,0.3604240283
20,1,0.3639575972
20,1,0.3674911661
20,1,0.371024735
20,1,0.3745583039
20,1,0.3780918728
20,1,0.3816254417
20,1,0.3851590106
20,1,0.3886925795
20,1,0.3922261484
20,1,0.3957597173
20,1,0.3992932862
20,1,0.4028268551
20,1,0.406360424
20,1,0.4098939929
20,1,0.4134275618
20,1,0.4169611307
20,1,0.4204946996
20,1,0.4240282686
20,1,0.4275618375
20,1,0.4310954064
20,1,0.4346289753
20,1,0.4381625442
20,1,0.4416961131
20,1,0.445229682
20,1,0.4487632509
20,1,0.4522968198
20,1,0.4558303887
20,1,0.4593639576
20,1,0.4628975265
20,1,0.4664310954
20,1,0.4699646643
20,1,0.4734982332
20,1,0.4770318021
20,1,0.480565371
20,1,0.4840989399
20,1,0.4876325088
20,1,0.4911660777
20,1,0.4946996466
20,1,0.4982332155
20,1,0.5017667845
20,1,0.5053003534
20,1,0.5088339223
20,1,0.5123674912
20,1,0.5159010601
20,1,0.519434629
20,1,0.5229681979
20,1,0.5265017668
20,1,0.5300353357
20,1,0.5335689046
20,1,0.5371024735
20,1,0.5406360424
20,1,0.5441696113
20,1,0.5477031802
20,1,0.5512367491
20,1,0.554770318
20,1,0.5583038869
20,1,0.5618374558
20,1,0.5653710247
20,1,0.5689045936
20,1,0.5724381625
20,1,0.5759717314
20,1,0.5795053004
20,1,0.5830388693
20,1,0.5865724382
20,1,0.5901060071
20,1,0.593639576
20,1,0.5971731449
20,1,0.6007067138
20,1,0.6042402827
20,1,0.6077738516
20,1,0.6113074205
20,1,0.6148409894
20,1,0.6183745583
20,1,0.6219081272
20,1,0.6254416961
20,1,0.628975265
20,1,0.6325088339
20,1,0.6360424028
20,1,0.6395759717
20,1,0.6431095406
20,1,0.6466431095
20,1,0.6501766784
20,1,0.6537102473
20,1,0.6572438163
20,1,0.6607773852
20,1,0.6643109541
20,1,0.667844523
20,1,0.6713780919
20,1,0.6749116608
20,1,0.6784452297
20,1,0.6819787986
20,1,0.6855123675
20,1,0.6890459364
20,1,0.6925795053
20,1,0.6961130742
20,1,0.6996466431
20,1,0.703180212
20,1,0.7067137809
20,1,0.7102473498
