r,coverage_ratio,ecdf
20,1,0.7137809187
20,1,0.7173144876
20,1,0.7208480565
20,1,0.7243816254
20,1,0.7279151943
20,1,0.7314487633
20,1,0.7349823322
20,1,0.7385159011
20,1,0.74204947
20,1,0.7455830389
20,1,0.7491166078
20,1,0.7526501767
20,1,0.7561837456
20,1,0.7597173145
20,1,0.7632508834
20,1,0.7667844523
20,1,0.7703180212
20,1,0.7738515901
20,1,0.777385159
20,1,0.7809187279
20,1,0.7844522968
20,1,0.7879858657
20,1,0.7915194346
20,1,0.7950530035
20,1,0.7985865724
20,1,0.8021201413
20,1,0.8056537102
20,1,0.8091872792
20,1,0.8127208481
20,1,0.816254417
20,1,0.8197879859
20,1,0.8233215548
20,1,0.8268551237
20,1,0.8303886926
20,1,0.8339222615
20,1,0.8374558304
20,1,0.8409893993
20,1,0.8445229682
20,1,0.8480565371
20,1,0.851590106
20,1,0.8551236749
20,1,0.8586572438
20,1,0.8621908127
20,1,0.8657243816
20,1,0.8692579505
20,1,0.8727915194
20,1,0.8763250883
20,1,0.8798586572
20,1,0.8833922261
20,1,0.8869257951
20,1,0.890459364
20,1,0.8939929329
20,1,0.8975265018
20,1,0.9010600707
20,1,0.9045936396
20,1,0.9081272085
20,1,0.9116607774
20,1,0.9151943463
20,1,0.9187279152
20,1,0.9222614841
20,1,0.925795053
20,1,0.9293286219
20,1,0.9328621908
20,1,0.9363957597
20,1,0.9399293286
20,1,0.9434628975
20,1,0.9469964664
20,1,0.9505300353
20,1,0.9540636042
20,1,0.9575971731
20,1,0.961130742
20,1,0.964664311
20,1,0.9681978799
20,1,0.9717314488
20,1,0.9752650177
20,1,0.9787985866
20,1,0.9823321555
20,1,0.9858657244
20,1,0.9893992933
20,1,0.9929328622
20,1,0.9964664311
20,1,1
25,0,0.003533568905
25,0,0.007067137809
25,0,0.01060070671
25,0,0.01413427562
25,0,0.01766784452
25,0.1590231717,0.02120141343
25,0.1687017605,0.02473498233
25,0.2513376135,0.02826855124
25,0.447381689,0.03180212014
25,0.4625680669,0.03533568905
25,0.5295225131,0.03886925795
25,0.5969687125,0.04240282686
25,0.6252072708,0.04593639576
25,0.6706078714,0.04946996466
25,0.6787450637,0.05300353357
25,0.7564950099,0.05653710247
25,0.7930831512,0.06007067138
25,0.8095778181,0.06360424028
25,0.8391195009,0.06713780919
25,0.8709087974,0.07067137809
25,0.9004852454,0.074204947
25,0.9785193537,0.0777385159
25,0.9792394392,0.08127208481
25,0.9894677532,0.08480565371
25,0.9938001144,0.08833922261
25,0.9991925923,0.09187279152
25,1,0.09540636042
25,1,0.09893992933
25,1,0.1024734982
25,1,0.1060070671
25,1,0.109540636
25,1,0.1130742049
25,1,0.1166077739
25,1,0.1201413428
25,1,0.1236749117
25,1,0.1272084806
25,1,0.1307420495
25,1,0.1342756184
25,1,0.1378091873
25,1,0.1413427562
25,1,0.1448763251
25,1,0.148409894
25,1,0.1519434629
25,1,0.1554770318
25,1,0.1590106007
25,1,0.1625441696
25,1,0.1660777385
25,1,0.1696113074
25,1,0.1731448763
25,1,0.1766784452
25,1,0.1802120141
25,1,0.183745583
25,1,0.1872791519
25,1,0.1908127208
25,1,0.1943462898
25,1,0.1978798587
25,1,0.2014134276
25,1,0.2049469965
25,1,0.2084805654
25,1,0.2120141343
25,1,0.2155477032
25,1,0.2190812721
25,1,0.222614841
25,1,0.2261484099
25,1,0.2296819788
25,1,0.2332155477
25,1,0.2367491166
25,1,0.2402826855
25,1,0.2438162544
25,1,0.2473498233
25,1,0.2508833922
25,1,0.2544169611
25,1,0.25795053
25,1,0.2614840989
25,1,0.2650176678
25,1,0.2685512367
25,1,0.2720848057
25,1,0.2756183746
25,1,0.2791519435
25,1,0.2826855124
25,1,0.2862190813
25,1,0.2897526502
25,1,0.2932862191
25,1,0.296819788
25,1,0.3003533569
25,1,0.3038869258
25,1,0.3074204947
25,1,0.3109540636
25,1,0.3144876325
25,1,0.3180212014
25,1,0.3215547703
25,1,0.3250883392
25,1,0.3286219081
25,1,0.332155477
25,1,0.3356890459
25,1,0.3392226148
25,1,0.3427561837
25,1,0.3462897527
25,1,0.3498233216
25,1,0.3533568905
25,1,0.3568904594
25,1,0.3604240283
25,1,0.3639575972
25,1,0.3674911661
25,1,0.371024735
25,1,0.3745583039
25,1,0.3780918728
25,1,0.3816254417
25,1,0.3851590106
25,1,0.3886925795
25,1,0.3922261484
25,1,0.3957597173
25,1,0.3992932862
25,1,0.4028268551
25,1,0.406360424
25,1,0.4098939929
25,1,0.4134275618
25,1,0.4169611307
25,1,0.4204946996
25,1,0.4240282686
25,1,0.4275618375
25,1,0.4310954064
25,1,0.4346289753
25,1,0.4381625442
25,1,0.4416961131
25,1,0.445229682
25,1,0.4487632509
25,1,0.4522968198
25,1,0.4558303887
25,1,0.4593639576
25,1,0.4628975265
25,1,0.4664310954
25,1,0.4699646643
25,1,0.4734982332
25,1,0.4770318021
25,1,0.480565371
25,1,0.4840989399
25,1,0.4876325088
25,1,0.4911660777
25,1,0.4946996466
25,1,0.4982332155
25,1,0.5017667845
25,1,0.5053003534
25,1,0.5088339223
25,1,0.5123674912
25,1,0.5159010601
25,1,0.519434629
25,1,0.5229681979
25,1,0.5265017668
25,1,0.5300353357
25,1,0.5335689046
25,1,0.5371024735
25,1,0.5406360424
25,1,0.5441696113
25,1,0.5477031802
25,1,0.5512367491
25,1,0.554770318
25,1,0.5583038869
25,1,0.5618374558
25,1,0.5653710247
25,1,0.5689045936
25,1,0.5724381625
25,1,0.5759717314
25,1,0.5795053004
25,1,0.5830388693
25,1,0.5865724382
25,1,0.5901060071
25,1,0.593639576
25,1,0.5971731449
25,1,0.6007067138
25,1,0.6042402827
25,1,0.6077738516
25,1,0.6113074205
25,1,0.6148409894
25,1,0.6183745583
25,1,0.6219081272
25,1,0.6254416961
25,1,0.628975265
25,1,0.6325088339
25,1,0.6360424028
25,1,0.6395759717
25,1,0.6431095406
25,1,0.6466431095
25,1,0.6501766784
25,1,0.6537102473
25,1,0.6572438163
25,1,0.6607773852
25,1,0.6643109541
25,1,0.667844523
25,1,0.6713780919
25,1,0.6749116608
25,1,0.6784452297
25,1,0.6819787986
25,1,0.6855123675
25,1,0.6890459364
25,1,0.6925795053
25,1,0.6961130742
25,1,0.6996466431
25,1,0.703180212
25,1,0.7067137809
25,1,0.7102473498
25,1,0.7137809187
25,1,0.7173144876
25,1,0.7208480565
25,1,0.7243816254
25,1,0.7279151943
25,1,0.7314487633
25,1,0.7349823322
25,1,0.7385159011
25,1,0.74204947
25,1,0.7455830389
25,1,0.7491166078
25,1,0.7526501767
25,1,0.7561837456
25,1,0.7597173145
25,1,0.7632508834
25,1,0.7667844523
25,1,0.7703180212
25,1,0.7738515901
25,1,0.777385159
25,1,0.7809187279
25,1,0.7844522968
25,1,0.7879858657
25,1,0.7915194346
25,1,0.7950530035
25,1,0.7985865724
25,1,0.8021201413
25,1,0.8056537102
25,1,0.8091872792
25,1,0.8127208481
25,1,0.816254417
25,1,0.8197879859
25,1,0.8233215548
25,1,0.8268551237
25,1,0.8303886926
25,1,0.8339222615
25,1,0.8374558304
25,1,0.8409893993
25,1,0.8445229682
25,1,0.8480565371
25,1,0.851590106
25,1,0.8551236749
25,1,0.8586572438
25,1,0.8621908127
25,1,0.8657243816
25,1,0.8692579505
25,1,0.8727915194
25,1,0.8763250883
25,1,0.8798586572
25,1,0.8833922261
25,1,0.8869257951
25,1,0.890459364
25,1,0.8939929329
25,1,0.8975265018
25,1,0.9010600707
25,1,0.9045936396
25,1,0.9081272085
25,1,0.9116607774
25,1,0.9151943463
25,1,0.9187279152
25,1,0.9222614841
25,1,0.925795053
25,1,0.9293286219
25,1,0.9328621908
25,1,0.9363957597
25,1,0.9399293286
25,1,0.9434628975
25,1,0.9469964664
25,1,0.9505300353
25,1,0.9540636042
25,1,0.9575971731
25,1,0.961130742
25,1,0.964664311
25,1,0.9681978799
25,1,0.9717314488
25,1,0.9752650177
25,1,0.9787985866
25,1,0.9823321555
25,1,0.9858657244
25,1,0.9893992933
25,1,0.9929328622
25,1,0.9964664311
25,1,1
35,0,0.003533568905
35,0.01918278544,0.007067137809
35,0.3626340194,0.01060070671
35,0.8076847603,0.01413427562
35,0.9001649103,0.01766784452
35,0.9701321899,0.02120141343
35,0.9744133424,0.02473498233
35,1,0.02826855124
35,1,0.03180212014
35,1,0.03533568905
35,1,0.03886925795
35,1,0.04240282686
35,1,0.04593639576
35,1,0.04946996466
35,1,0.05300353357
35,1,0.05653710247
35,1,0.06007067138
35,1,0.06360424028
35,1,0.06713780919
35,1,0.07067137809
35,1,0.074204947
35,1,0.0777385159
35,1,0.08127208481
35,1,0.08480565371
35,1,0.08833922261
35,1,0.09187279152
35,1,0.09540636042
35,1,0.09893992933
35,1,0.1024734982
35,1,0.1060070671
35,1,0.109540636
35,1,0.1130742049
35,1,0.1166077739
35,1,0.1201413428
35,1,0.1236749117
35,1,0.1272084806
35,1,0.1307420495
35,1,0.1342756184
35,1,0.1378091873
35,1,0.1413427562
35,1,0.1448763251
35,1,0.148409894
35,1,0.1519434629
35,1,0.1554770318
35,1,0.1590106007
35,1,0.1625441696
35,1,0.1660777385
35,1,0.1696113074
35,1,0.1731448763
35,1,0.1766784452
35,1,0.1802120141
35,1,0.183745583
35,1,0.1872791519
35,1,0.1908127208
35,1,0.1943462898
35,1,0.1978798587
35,1,0.2014134276
35,1,0.2049469965
35,1,0.2084805654
35,1,0.2120141343
35,1,0.2155477032
35,1,0.2190812721
35,1,0.222614841
35,1,0.2261484099
35,1,0.2296819788
35,1,0.2332155477
35,1,0.2367491166
35,1,0.2402826855
35,1,0.2438162544
35,1,0.2473498233
35,1,0.2508833922
35,1,0.2544169611
35,1,0.25795053
35,1,0.2614840989
35,1,0.2650176678
35,1,0.2685512367
35,1,0.2720848057
35,1,0.2756183746
35,1,0.2791519435
35,1,0.2826855124
35,1,0.2862190813
35,1,0.2897526502
35,1,0.2932862191
35,1,0.296819788
35,1,0.3003533569
35,1,0.3038869258
35,1,0.3074204947
35,1,0.3109540636
35,1,0.3144876325
35,1,0.3180212014
35,1,0.3215547703
35,1,0.3250883392
35,1,0.3286219081
35,1,0.332155477
35,1,0.3356890459
35,1,0.3392226148
35,1,0.3427561837
35,1,0.3462897527
35,1,0.3498233216
35,1,0.3533568905
35,1,0.3568904594
35,1,0.3604240283
35,1,0.3639575972
35,1,0.3674911661
35,1,0.371024735
35,1,0.3745583039
35,1,0.3780918728
35,1,0.3816254417
35,1,0.3851590106
35,1,0.3886925795
35,1,0.3922261484
35,1,0.3957597173
35,1,0.3992932862
35,1,0.4028268551
35,1,0.406360424
35,1,0.4098939929
35,1,0.4134275618
35,1,0.4169611307
35,1,0.4204946996
35,1,0.4240282686
35,1,0.4275618375
35,1,0.4310954064
35,1,0.4346289753
35,1,0.4381625442
35,1,0.4416961131
35,1,0.445229682
35,1,0.4487632509
35,1,0.4522968198
35,1,0.4558303887
35,1,0.4593639576
35,1,0.4628975265
35,1,0.4664310954
35,1,0.4699646643
35,1,0.4734982332
35,1,0.4770318021
35,1,0.480565371
35,1,0.4840989399
35,1,0.4876325088
35,1,0.4911660777
35,1,0.4946996466
35,1,0.4982332155
35,1,0.5017667845
35,1,0.5053003534
35,1,0.5088339223
35,1,0.5123674912
35,1,0.5159010601
35,1,0.519434629
35,1,0.5229681979
35,1,0.5265017668
35,1,0.5300353357
35,1,0.5335689046
35,1,0.5371024735
35,1,0.5406360424
35,1,0.5441696113
35,1,0.5477031802
35,1,0.5512367491
35,1,0.554770318
35,1,0.5583038869
35,1,0.5618374558
35,1,0.5653710247
35,1,0.5689045936
35,1,0.5724381625
35,1,0.5759717314
35,1,0.5795053004
35,1,0.5830388693
35,1,0.5865724382
35,1,0.5901060071
35,1,0.593639576
35,1,0.5971731449
35,1,0.6007067138
35,1,0.6042402827
35,1,0.6077738516
35,1,0.6113074205
35,1,0.6148409894
35,1,0.6183745583
35,1,0.6219081272
35,1,0.6254416961
35,1,0.628975265
35,1,0.6325088339
35,1,0.6360424028
35,1,0.6395759717
35,1,0.6431095406
35,1,0.6466431095
35,1,0.6501766784
35,1,0.6537102473
35,1,0.6572438163
35,1,0.6607773852
35,1,0.6643109541
35,1,0.667844523
35,1,0.6713780919
35,1,0.6749116608
35,1,0.6784452297
35,1,0.6819787986
35,1,0.6855123675
35,1,0.6890459364
35,1,0.6925795053
35,1,0.6961130742
35,1,0.6996466431
35,1,0.703180212
35,1,0.7067137809
35,1,0.7102473498
35,1,0.7137809187
35,1,0.7173144876
35,1,0.7208480565
35,1,0.7243816254
35,1,0.7279151943
35,1,0.7314487633
35,1,0.7349823322
35,1,0.7385159011
35,1,0.74204947
35,1,0.7455830389
35,1,0.7491166078
35,1,0.7526501767
35,1,0.7561837456
35,1,0.7597173145
35,1,0.7632508834
35,1,0.7667844523
35,1,0.7703180212
35,1,0.7738515901
35,1,0.777385159
35,1,0.7809187279
35,1,0.7844522968
35,1,0.7879858657
35,1,0.7915194346
35,1,0.7950530035
35,1,0.7985865724
35,1,0.8021201413
35,1,0.8056537102
35,1,0.8091872792
35,1,0.8127208481
35,1,0.816254417
35,1,0.8197879859
35,1,0.8233215548
35,1,0.8268551237
35,1,0.8303886926
35,1,0.8339222615
35,1,0.8374558304
35,1,0.8409893993
35,1,0.8445229682
35,1,0.8480565371
35,1,0.851590106
35,1,0.8551236749
35,1,0.8586572438
35,1,0.8621908127
35,1,0.8657243816
35,1,0.8692579505
35,1,0.8727915194
35,1,0.8763250883
35,1,0.8798586572
35,1,0.8833922261
35,1,0.8869257951
35,1,0.890459364
35,1,0.8939929329
35,1,0.8975265018
35,1,0.9010600707
35,1,0.9045936396
35,1,0.9081272085
35,1,0.9116607774
35,1,0.9151943463
35,1,0.9187279152
35,1,0.9222614841
35,1,0.925795053
35,1,0.9293286219
35,1,0.9328621908
35,1,0.9363957597
35,1,0.9399293286
35,1,0.9434628975
35,1,0.9469964664
35,1,0.9505300353
35,1,0.9540636042
35,1,0.9575971731
35,1,0.961130742
35,1,0.964664311
35,1,0.9681978799
35,1,0.9717314488
35,1,0.9752650177
35,1,0.9787985866
35,1,0.9823321555
35,1,0.9858657244
35,1,0.9893992933
35,1,0.9929328622
35,1,0.9964664311
35,1,1
45,0.4586714804,0.003533568905
45,0.8555555467,0.007067137809
45,1,0.01060070671
45,1,0.01413427562
45,1,0.01766784452
45,1,0.02120141343
45,1,0.02473498233
45,1,0.02826855124
45,1,0.03180212014
45,1,0.03533568905
45,1,0.03886925795
45,1,0.04240282686
45,1,0.04593639576
45,1,0.04946996466
45,1,0.05300353357
45,1,0.05653710247
45,1,0.06007067138
45,1,0.06360424028
45,1,0.06713780919
45,1,0.07067137809
45,1,0.074204947
45,1,0.0777385159
45,1,0.08127208481
45,1,0.08480565371
45,1,0.08833922261
45,1,0.09187279152
45,1,0.09540636042
45,1,0.09893992933
45,1,0.1024734982
45,1,0.1060070671
45,1,0.109540636
45,1,0.1130742049
45,1,0.1166077739
45,1,0.1201413428
45,1,0.1236749117
45,1,0.1272084806
45,1,0.1307420495
45,1,0.1342756184
45,1,0.1378091873
45,1,0.1413427562
45,1,0.1448763251
45,1,0.148409894
45,1,0.1519434629
45,1,0.1554770318
45,1,0.1590106007
45,1,0.1625441696
45,1,0.1660777385
45,1,0.1696113074
45,1,0.1731448763
45,1,0.1766784452
45,1,0.1802120141
45,1,0.183745583
45,1,0.1872791519
45,1,0.1908127208
45,1,0.1943462898
45,1,0.1978798587
45,1,0.2014134276
45,1,0.2049469965
45,1,0.2084805654
45,1,0.2120141343
45,1,0.2155477032
45,1,0.2190812721
45,1,0.222614841
45,1,0.2261484099
45,1,0.2296819788
45,1,0.2332155477
45,1,0.2367491166
45,1,0.2402826855
45,1,0.2438162544
45,1,0.2473498233
45,1,0.2508833922
45,1,0.2544169611
45,1,0.25795053
45,1,0.2614840989
45,1,0.2650176678
45,1,0.2685512367
45,1,0.2720848057
45,1,0.2756183746
45,1,0.2791519435
45,1,0.2826855124
45,1,0.2862190813
45,1,0.2897526502
45,1,0.2932862191
45,1,0.296819788
45,1,0.3003533569
45,1,0.3038869258
45,1,0.3074204947
45,1,0.3109540636
45,1,0.3144876325
45,1,0.3180212014
45,1,0.3215547703
45,1,0.3250883392
45,1,0.3286219081
45,1,0.332155477
45,1,0.3356890459
45,1,0.3392226148
45,1,0.3427561837
45,1,0.3462897527
45,1,0.3498233216
45,1,0.3533568905
45,1,0.3568904594
45,1,0.3604240283
45,1,0.3639575972
45,1,0.3674911661
45,1,0.371024735
45,1,0.3745583039
45,1,0.3780918728
45,1,0.3816254417
45,1,0.3851590106
45,1,0.3886925795
45,1,0.3922261484
45,1,0.3957597173
45,1,0.3992932862
45,1,0.4028268551
45,1,0.406360424
45,1,0.4098939929
45,1,0.4134275618
45,1,0.4169611307
45,1,0.4204946996
45,1,0.4240282686
45,1,0.4275618375
45,1,0.4310954064
45,1,0.4346289753
45,1,0.4381625442
45,1,0.4416961131
45,1,0.445229682
45,1,0.4487632509
45,1,0.4522968198
45,1,0.4558303887
45,1,0.4593639576
45,1,0.4628975265
45,1,0.4664310954
45,1,0.4699646643
45,1,0.4734982332
45,1,0.4770318021
45,1,0.480565371
45,1,0.4840989399
45,1,0.4876325088
45,1,0.4911660777
45,1,0.4946996466
45,1,0.4982332155
45,1,0.5017667845
45,1,0.5053003534
45,1,0.5088339223
45,1,0.5123674912
45,1,0.5159010601
45,1,0.519434629
45,1,0.5229681979
45,1,0.5265017668
45,1,0.5300353357
45,1,0.5335689046
45,1,0.5371024735
45,1,0.5406360424
45,1,0.5441696113
45,1,0.5477031802
45,1,0.5512367491
45,1,0.554770318
45,1,0.5583038869
45,1,0.5618374558
45,1,0.5653710247
45,1,0.5689045936
45,1,0.5724381625
45,1,0.5759717314
45,1,0.5795053004
45,1,0.5830388693
45,1,0.5865724382
45,1,0.5901060071
45,1,0.593639576
45,1,0.5971731449
45,1,0.6007067138
45,1,0.6042402827
45,1,0.6077738516
45,1,0.6113074205
45,1,0.6148409894
45,1,0.6183745583
45,1,0.6219081272
45,1,0.6254416961
45,1,0.628975265
45,1,0.6325088339
45,1,0.6360424028
45,1,0.6395759717
45,1,0.6431095406
45,1,0.6466431095
45,1,0.6501766784
45,1,0.6537102473
45,1,0.6572438163
45,1,0.6607773852
45,1,0.6643109541
45,1,0.667844523
45,1,0.6713780919
45,1,0.6749116608
45,1,0.6784452297
45,1,0.6819787986
45,1,0.6855123675
45,1,0.6890459364
45,1,0.6925795053
45,1,0.6961130742
45,1,0.6996466431
45,1,0.703180212
45,1,0.7067137809
45,1,0.7102473498
45,1,0.7137809187
45,1,0.7173144876
45,1,0.7208480565
45,1,0.7243816254
45,1,0.7279151943
45,1,0.7314487633
45,1,0.7349823322
45,1,0.7385159011
45,1,0.74204947
45,1,0.7455830389
45,1,0.7491166078
45,1,0.7526501767
45,1,0.7561837456
45,1,0.7597173145
45,1,0.7632508834
45,1,0.7667844523
45,1,0.7703180212
45,1,0.7738515901
45,1,0.777385159
45,1,0.7809187279
45,1,0.7844522968
45,1,0.7879858657
45,1,0.7915194346
45,1,0.7950530035
45,1,0.7985865724
45,1,0.8021201413
45,1,0.8056537102
45,1,0.8091872792
45,1,0.8127208481
45,1,0.816254417
45,1,0.8197879859
45,1,0.8233215548
45,1,0.8268551237
45,1,0.8303886926
45,1,0.8339222615
45,1,0.8374558304
45,1,0.8409893993
45,1,0.8445229682
45,1,0.8480565371
45,1,0.851590106
45,1,0.8551236749
45,1,0.8586572438
45,1,0.8621908127
45,1,0.8657243816
45,1,0.8692579505
45,1,0.8727915194
45,1,0.8763250883
45,1,0.8798586572
45,1,0.8833922261
45,1,0.8869257951
45,1,0.890459364
45,1,0.8939929329
45,1,0.8975265018
45,1,0.9010600707
45,1,0.9045936396
45,1,0.9081272085
45,1,0.9116607774
45,1,0.9151943463
45,1,0.9187279152
45,1,0.9222614841
45,1,0.925795053
45,1,0.9293286219
45,1,0.9328621908
45,1,0.9363957597
45,1,0.9399293286
45,1,0.9434628975
45,1,0.9469964664
45,1,0.9505300353
45,1,0.9540636042
45,1,0.9575971731
45,1,0.961130742
45,1,0.964664311
45,1,0.9681978799
45,1,0.9717314488
45,1,0.9752650177
45,1,0.9787985866
45,1,0.9823321555
45,1,0.9858657244
45,1,0.9893992933
45,1,0.9929328622
45,1,0.9964664311
45,1,1
50,1,0.003533568905
50,1,0.007067137809
50,1,0.01060070671
50,1,0.01413427562
50,1,0.01766784452
50,1,0.02120141343
50,1,0.02473498233
50,1,0.02826855124
50,1,0.03180212014
50,1,0.03533568905
50,1,0.03886925795
50,1,0.04240282686
50,1,0.04593639576
50,1,0.04946996466
50,1,0.05300353357
50,1,0.05653710247
50,1,0.06007067138
50,1,0.06360424028
50,1,0.06713780919
50,1,0.07067137809
50,1,0.074204947
50,1,0.0777385159
50,1,0.08127208481
50,1,0.08480565371
50,1,0.08833922261
50,1,0.09187279152
50,1,0.09540636042
50,1,0.09893992933
50,1,0.1024734982
50,1,0.1060070671
50,1,0.109540636
50,1,0.1130742049
50,1,0.1166077739
50,1,0.1201413428
50,1,0.1236749117
50,1,0.1272084806
50,1,0.1307420495
50,1,0.1342756184
50,1,0.1378091873
50,1,0.1413427562
50,1,0.1448763251
50,1,0.148409894
50,1,0.1519434629
50,1,0.1554770318
50,1,0.1590106007
50,1,0.1625441696
50,1,0.1660777385
50,1,0.1696113074
50,1,0.1731448763
50,1,0.1766784452
50,1,0.1802120141
50,1,0.183745583
50,1,0.1872791519
50,1,0.1908127208
50,1,0.1943462898
50,1,0.1978798587
50,1,0.2014134276
50,1,0.2049469965
50,1,0.2084805654
50,1,0.2120141343
50,1,0.2155477032
50,1,0.2190812721
50,1,0.222614841
50,1,0.2261484099
50,1,0.2296819788
50,1,0.2332155477
50,1,0.2367491166
50,1,0.2402826855
50,1,0.2438162544
50,1,0.2473498233
50,1,0.2508833922
50,1,0.2544169611
50,1,0.25795053
50,1,0.2614840989
50,1,0.2650176678
50,1,0.2685512367
50,1,0.2720848057
50,1,0.2756183746
50,1,0.2791519435
50,1,0.2826855124
50,1,0.2862190813
50,1,0.2897526502
50,1,0.2932862191
50,1,0.296819788
50,1,0.3003533569
50,1,0.3038869258
50,1,0.3074204947
50,1,0.3109540636
50,1,0.3144876325
50,1,0.3180212014
50,1,0.3215547703
50,1,0.3250883392
50,1,0.3286219081
50,1,0.332155477
50,1,0.3356890459
50,1,0.3392226148
50,1,0.3427561837
50,1,0.3462897527
50,1,0.3498233216
50,1,0.3533568905
50,1,0.3568904594
50,1,0.3604240283
50,1,0.3639575972
50,1,0.3674911661
50,1,0.371024735
50,1,0.3745583039
50,1,0.3780918728
50,1,0.3816254417
50,1,0.3851590106
50,1,0.3886925795
50,1,0.3922261484
50,1,0.3957597173
50,1,0.3992932862
50,1,0.4028268551
50,1,0.406360424
50,1,0.4098939929
50,1,0.4134275618
50,1,0.4169611307
50,1,0.4204946996
50,1,0.4240282686
50,1,0.4275618375
50,1,0.4310954064
50,1,0.4346289753
50,1,0.4381625442
50,1,0.4416961131
50,1,0.445229682
50,1,0.4487632509
50,1,0.4522968198
50,1,0.4558303887
50,1,0.4593639576
50,1,0.4628975265
50,1,0.4664310954
50,1,0.4699646643
50,1,0.4734982332
50,1,0.4770318021
50,1,0.480565371
50,1,0.4840989399
50,1,0.4876325088
50,1,0.4911660777
50,1,0.4946996466
50,1,0.4982332155
50,1,0.5017667845
50,1,0.5053003534
50,1,0.5088339223
50,1,0.5123674912
50,1,0.5159010601
50,1,0.519434629
50,1,0.5229681979
50,1,0.5265017668
50,1,0.5300353357
50,1,0.5335689046
50,1,0.5371024735
50,1,0.5406360424
50,1,0.5441696113
50,1,0.5477031802
50,1,0.5512367491
50,1,0.554770318
50,1,0.5583038869
50,1,0.5618374558
50,1,0.5653710247
50,1,0.5689045936
50,1,0.5724381625
50,1,0.5759717314
50,1,0.5795053004
50,1,0.5830388693
50,1,0.5865724382
50,1,0.5901060071
50,1,0.593639576
50,1,0.5971731449
50,1,0.6007067138
50,1,0.6042402827
50,1,0.6077738516
50,1,0.6113074205
50,1,0.6148409894
50,1,0.6183745583
50,1,0.6219081272
50,1,0.6254416961
50,1,0.628975265
50,1,0.6325088339
50,1,0.6360424028
50,1,0.6395759717
50,1,0.6431095406
50,1,0.6466431095
50,1,0.6501766784
50,1,0.6537102473
50,1,0.6572438163
50,1,0.6607773852
50,1,0.6643109541
50,1,0.667844523
50,1,0.6713780919
50,1,0.6749116608
50,1,0.6784452297
50,1,0.6819787986
50,1,0.6855123675
50,1,0.6890459364
50,1,0.6925795053
50,1,0.6961130742
50,1,0.6996466431
50,1,0.703180212
50,1,0.7067137809
50,1,0.7102473498
50,1,0.7137809187
50,1,0.7173144876
50,1,0.7208480565
50,1,0.7243816254
50,1,0.7279151943
50,1,0.7314487633
50,1,0.7349823322
50,1,0.7385159011
50,1,0.74204947
50,1,0.7455830389
50,1,0.7491166078
50,1,0.7526501767
50,1,0.7561837456
50,1,0.7597173145
50,1,0.7632508834
50,1,0.7667844523
50,1,0.7703180212
50,1,0.7738515901
50,1,0.777385159
50,1,0.7809187279
50,1,0.7844522968
50,1,0.7879858657
50,1,0.7915194346
50,1,0.7950530035
50,1,0.7985865724
50,1,0.8021201413
50,1,0.8056537102
50,1,0.8091872792
50,1,0.8127208481
50,1,0.816254417
50,1,0.8197879859
50,1,0.8233215548
50,1,0.8268551237
50,1,0.8303886926
50,1,0.8339222615
50,1,0.8374558304
50,1,0.8409893993
50,1,0.8445229682
50,1,0.8480565371
50,1,0.851590106
50,1,0.8551236749
50,1,0.8586572438
50,1,0.8621908127
50,1,0.8657243816
50,1,0.8692579505
50,1,0.8727915194
50,1,0.8763250883
50,1,0.8798586572
50,1,0.8833922261
50,1,0.8869257951
50,1,0.890459364
50,1,0.8939929329
50,1,0.8975265018
50,1,0.9010600707
50,1,0.9045936396
50,1,0.9081272085
50,1,0.9116607774
50,1,0.9151943463
50,1,0.9187279152
50,1,0.9222614841
50,1,0.925795053
50,1,0.9293286219
50,1,0.9328621908
50,1,0.9363957597
50,1,0.9399293286
50,1,0.9434628975
50,1,0.9469964664
50,1,0.9505300353
50,1,0.9540636042
50,1,0.9575971731
50,1,0.961130742
50,1,0.964664311
50,1,0.9681978799
50,1,0.9717314488
50,1,0.9752650177
50,1,0.9787985866
50,1,0.9823321555
50,1,0.9858657244
50,1,0.9893992933
50,1,0.9929328622
50,1,0.9964664311
50,1,1